scenario,group,day,mean_demand,demand_p05,demand_p50,demand_p95,optimized_capacity,optimized_expected_cost,optimized_shortage_probability,optimized_expected_shortage,optimized_expected_unused,mean_policy_capacity,mean_policy_expected_cost,mean_policy_shortage_probability,mean_policy_expected_shortage,mean_policy_expected_unused
service_pw_0.50,service_seeking,44,10438.531879351322,7919.0,10430.0,13018.0,11967,2362.7706,0.1681,139.8199,1663.6711,10439,3756.449,0.4982,626.7663,622.6175
service_pw_0.50,service_seeking,45,9983.037305316784,7496.8,9982.0,12388.05,11408,2218.7016,0.1652,129.8032,1569.6856,9983,3534.8718,0.4998,586.6649,601.5473
service_pw_0.50,service_seeking,46,9559.114388138596,7255.95,9561.5,11921.05,10980,2121.9357,0.1583,118.2388,1530.7417,9559,3414.1831,0.5005,570.4467,561.9496
service_pw_0.50,service_seeking,47,9164.562942964903,6918.85,9166.0,11433.099999999999,10419,2062.7506,0.1746,134.0116,1392.6926,9165,3261.9808,0.5002,542.8833,547.5643
service_pw_0.50,service_seeking,48,8797.347846181832,6584.0,8804.0,10993.05,10049,1994.0888,0.1724,124.4334,1371.9218,8797,3185.7112,0.5015,531.7038,527.1922
service_pw_0.50,service_seeking,49,8455.586908627654,6385.0,8458.0,10525.0,9674,1876.3063,0.1621,108.7589,1332.5118,8456,2979.4141,0.5007,495.6102,501.3631
service_pw_0.50,service_seeking,50,8137.5396110024285,6099.9,8167.0,10126.05,9309,1839.3011,0.172,112.7366,1275.6181,8138,2983.7347,0.508,498.6422,490.5237
service_pw_0.75,service_seeking,0,1750.0000000000002,1314.95,1752.0,2187.0,2001,395.6714,0.1735,24.6163,272.5899,1750,640.1466,0.5023,107.1955,104.1691
service_pw_0.75,service_seeking,1,4237.192050494476,3197.0,4236.0,5267.0,4832,937.1397,0.1698,56.9539,652.3702,4237,1502.0549,0.4996,250.2731,250.6894
service_pw_0.75,service_seeking,2,9388.26831551078,7121.0,9367.0,11668.0,10818,2102.7293,0.152,111.587,1544.7943,9388,3335.1495,0.4933,555.3237,558.531
service_pw_0.75,service_seeking,3,18802.14146486662,14265.5,18808.5,23471.249999999996,21516,4233.9031,0.1726,258.4502,2941.6521,18802,6817.2695,0.501,1141.3446,1110.5465
service_pw_0.75,service_seeking,4,32988.854987628576,24909.9,33061.0,41090.34999999999,37800,7353.9312,0.1652,429.8889,5204.4867,32989,11844.526,0.5051,1980.1547,1943.7525
service_pw_0.75,service_seeking,5,49401.13014573612,37090.450000000004,49341.0,61665.54999999999,56439,11270.9632,0.1757,701.8039,7761.9437,49401,17915.0872,0.4973,2982.1579,3004.2977
service_pw_0.75,service_seeking,6,63515.88131964352,47684.6,63550.5,79095.2,72533,14249.8395,0.1775,873.6442,9881.6185,63516,22861.1593,0.5016,3811.6975,3802.6718
service_pw_0.75,service_seeking,7,72648.24472140295,54584.6,72626.5,90255.74999999999,83225,16201.6054,0.1645,923.1526,11585.8424,72648,26045.027,0.4989,4326.5562,4412.246
service_pw_0.75,service_seeking,8,76886.06628664672,57899.7,76623.5,95857.29999999996,87978,17371.4666,0.1615,1014.4448,12299.2426,76886,27215.0518,0.49,4503.709,4696.5068
service_pw_0.75,service_seeking,9,77480.1557727222,59239.75,77602.5,96754.59999999999,88746,17260.0605,0.1643,1038.8671,12065.725,77480,27678.3197,0.5039,4652.9103,4413.7682
service_pw_0.75,service_seeking,10,75739.32681924001,57232.15,75797.5,94299.5,87010,16803.148,0.157,922.929,12188.503,75739,26903.6254,0.5021,4484.8419,4479.4159
service_pw_0.75,service_seeking,11,72681.88116383518,54999.0,72650.5,90280.69999999998,83498,16144.856,0.1581,877.5608,11757.052,72682,25745.2636,0.4992,4280.2954,4343.7866
service_pw_0.75,service_seeking,12,68986.82862393609,52019.8,69060.5,86399.5,79349,15737.3458,0.1625,909.3035,11190.8283,68987,25135.3666,0.5021,4202.6403,4122.1651
service_pw_0.75,service_seeking,13,65061.5082109646,48773.8,65197.0,81241.05,74216,14662.8449,0.1805,925.676,10034.4649,65062,23689.2037,0.5049,3955.7358,3910.5247
service_pw_0.75,service_seeking,14,61133.43160446853,46066.85,61133.0,76167.15,70084,13700.7893,0.1671,786.2242,9769.6683,61133,21952.6791,0.5,3653.3725,3685.8166
service_pw_0.75,service_seeking,15,57322.899477224164,43305.95,57218.0,71274.1,65862,12946.4859,0.1593,720.9827,9341.5724,57323,20408.7755,0.4947,3387.8643,3469.454
service_pw_0.75,service_seeking,16,53689.596524338915,40545.4,53937.0,67056.34999999998,61499,12116.7028,0.1755,756.1737,8335.8343,53690,19797.5842,0.5122,3337.8206,3108.4812
service_pw_0.75,service_seeking,17,50259.76426663146,38059.8,50356.0,62488.0,57548,11238.5064,0.1653,661.7587,7929.7129,50260,18001.961,0.5052,3003.6678,2983.622
service_pw_0.75,service_seeking,18,47041.40705628421,35537.5,47172.5,58560.05,53993,10467.234,0.1604,589.4765,7519.8515,47041,16832.0888,0.5065,2808.9523,2787.3273
service_pw_0.75,service_seeking,19,44032.68838926094,32976.6,44072.5,55001.45,50422,10015.8158,0.172,608.2389,6974.6213,44033,16102.2864,0.5017,2687.484,2664.8664
service_pw_0.75,service_seeking,20,41226.57020495269,31112.8,41268.0,51729.25,47361,9489.0698,0.1656,572.4529,6626.8053,41227,15098.649,0.5017,2529.7161,2450.0685
service_pw_0.75,service_seeking,21,38613.393784770866,28858.95,38677.5,48253.05,44123,8733.8438,0.1771,538.7653,6040.0173,38613,14038.0158,0.5047,2341.1273,2332.3793
service_pw_0.75,service_seeking,22,36182.326876934705,27118.8,36223.0,45160.399999999994,41330,8175.7628,0.1754,510.4556,5623.4848,36182,13136.9918,0.5031,2195.3271,2160.3563
service_pw_0.75,service_seeking,23,33922.179145826354,25596.95,33882.0,42318.49999999999,38866,7642.1125,0.1668,452.3439,5380.393,33922,12288.6673,0.4977,2050.7697,2034.8188
service_pw_0.75,service_seeking,24,31821.860695304225,23849.8,31848.5,39658.1,36388,7043.8523,0.1677,415.8093,4964.8058,31822,11368.6337,0.5025,1897.6062,1880.6027
service_pw_0.75,service_seeking,25,29870.63600391916,22671.0,29883.5,37105.34999999999,34127,6623.5426,0.1696,395.8837,4644.1241,29871,10563.0212,0.5015,1761.7968,1754.0372
service_pw_0.75,service_seeking,26,28058.259012617866,21029.95,27989.0,35125.1,32071,6412.2407,0.1667,391.4136,4455.1727,28058,10075.7241,0.4952,1670.8275,1721.5866
service_pw_0.75,service_seeking,27,26375.038469892654,19950.8,26450.5,33004.05,30250,5943.5645,0.172,361.306,4137.0345,26375,9669.8655,0.5078,1628.1895,1528.918
service_pw_0.75,service_seeking,28,24811.86209590776,18743.65,24808.0,30836.1,28585,5526.5551,0.1529,289.3836,4079.6371,24812,8735.5937,0.4995,1453.0567,1470.3102
service_pw_0.75,service_seeking,29,23360.196441462176,17708.0,23381.5,29094.149999999998,26781,5206.293,0.1562,291.2721,3749.9325,23360,8226.8642,0.5027,1364.8673,1402.5277
service_pw_0.75,service_seeking,30,22012.072562305526,16558.6,22036.0,27400.1,25252,4912.4763,0.1615,283.0845,3497.0538,22012,7878.0147,0.5032,1317.3409,1291.3102
service_pw_0.75,service_seeking,31,20760.06364639759,15743.95,20772.5,25863.499999999993,23882,4621.4666,0.1637,256.4255,3339.3391,20760,7471.9092,0.5015,1251.8326,1212.7462
service_pw_0.75,service_seeking,32,19597.258355517413,14761.25,19665.5,24475.0,22415,4444.293,0.1766,277.9231,3054.6775,19597,7196.8154,0.5114,1206.3435,1165.0979
service_pw_0.75,service_seeking,33,18517.232196772962,13947.95,18528.0,23166.05,21221,4189.6654,0.165,250.0457,2939.4369,18517,6701.1342,0.502,1119.2905,1104.6817
service_pw_0.75,service_seeking,34,17514.01834646745,13207.9,17557.5,21782.199999999997,20033,3897.9376,0.1729,234.9932,2722.9716,17514,6338.7542,0.5069,1061.6293,1030.6077
service_pw_0.75,service_seeking,35,16582.078807357237,12477.9,16551.0,20693.05,18980,3748.8411,0.167,224.8965,2624.3586,16582,5994.7037,0.4961,998.8736,1000.3357
service_pw_0.75,service_seeking,36,15716.27642159758,11848.95,15726.0,19596.1,18006,3524.0523,0.1695,207.1815,2488.1448,15716,5693.6183,0.5022,950.4425,941.4058
service_pw_0.75,service_seeking,37,14911.84804317389,11262.95,14964.5,18574.0,17158,3325.4459,0.1609,185.3252,2398.8199,14912,5393.2023,0.5103,904.2846,871.7793
service_pw_0.75,service_seeking,38,14164.379037102499,10677.0,14121.5,17615.0,16226,3182.2935,0.1672,184.8825,2257.881,14164,5054.8127,0.4908,840.6357,851.6342
service_pw_0.75,service_seeking,39,13469.779179921235,10198.0,13466.0,16799.1,15435,3024.7497,0.1687,179.176,2128.8697,13470,4858.3281,0.4991,812.2724,796.9661
service_pw_0.75,service_seeking,40,12824.259971938958,9647.0,12799.5,16015.0,14642,2906.1043,0.1726,180.3709,2004.2498,12824,4587.6697,0.4926,763.6318,769.5107
service_pw_0.75,service_seeking,41,12224.313353584283,9214.95,12218.5,15213.05,13995,2746.073,0.1625,160.5222,1943.462,12224,4333.261,0.4979,720.2202,732.16
service_pw_0.75,service_seeking,42,11666.69176940488,8781.9,11673.0,14555.05,13374,2608.9572,0.1629,149.9298,1859.3082,11667,4196.4366,0.5013,699.0097,701.3881
service_pw_0.75,service_seeking,43,11148.389541505463,8419.9,11157.0,13955.0,12720,2517.3713,0.1749,159.203,1721.3563,11148,4023.5693,0.503,672.236,662.3893
service_pw_0.75,service_seeking,44,10666.625471674623,8092.0,10658.0,13302.05,12228,2414.4124,0.1683,142.9583,1699.6209,10667,3838.7208,0.4982,640.5097,636.1723
service_pw_0.75,service_seeking,45,10218.826626950073,7673.8,10217.5,12680.099999999999,11678,2271.1219,0.165,132.7796,1607.2239,10219,3617.9433,0.4998,600.4165,615.8608
service_pw_0.75,service_seeking,46,9802.613220898442,7440.95,9805.5,12225.05,11260,2176.0004,0.1583,121.2018,1569.9914,9803,3500.1354,0.5004,584.7243,576.5139
service_pw_0.75,service_seeking,47,9415.784543523521,7108.85,9417.0,11746.099999999999,10704,2119.3257,0.1746,137.7912,1430.3697,9416,3351.8591,0.5003,557.8801,562.4586
service_pw_0.75,service_seeking,48,9056.305864139436,6778.0,9063.0,11316.05,10345,2052.7716,0.1724,128.0594,1412.4746,9056,3279.3514,0.5015,547.3227,542.7379
service_pw_0.75,service_seeking,49,8722.29624517383,6586.0,8724.5,10857.0,9979,1935.4787,0.1622,112.2125,1374.4162,8722,3074.8625,0.501,511.6098,516.8135
service_pw_0.75,service_seeking,50,8412.017223376386,6305.9,8442.5,10468.05,9623,1901.3311,0.172,116.537,1318.6461,8412,3085.3925,0.508,515.7139,506.823
service_pw_1.00,service_seeking,0,2000.0,1502.0,2003.0,2499.0,2287,452.2015,0.1735,28.1102,311.6505,2000,731.6081,0.5024,122.5113,119.0516
service_pw_1.00,service_seeking,1,5006.09917191721,3777.0,5005.0,6223.0,5709,1107.1871,0.1697,67.2618,770.8781,5006,1774.3885,0.4996,295.6287,296.245
service_pw_1.00,service_seeking,2,11288.662253182607,8563.0,11263.5,14029.05,13008,2528.3799,0.152,134.1426,1857.6669,11289,4008.9393,0.4932,667.4025,671.9268
service_pw_1.00,service_seeking,3,22768.45010223323,17274.4,22776.5,28423.249999999996,26055,5127.028,0.1726,312.9342,3562.357,22768,8255.9324,0.5011,1382.2516,1344.6744
service_pw_1.00,service_seeking,4,39827.742564665044,30073.85,39914.5,49608.399999999994,45636,8878.4726,0.1652,519.0576,6283.1846,39828,14299.8596,0.5051,2390.6221,2346.7491
service_pw_1.00,service_seeking,5,58789.7977221914,44139.15,58718.5,73385.59999999999,67165,13413.019,0.1757,835.2199,9236.9195,58790,21319.148,0.4973,3548.7414,3575.441
service_pw_1.00,service_seeking,6,73653.49058162983,55295.4,73693.5,91719.2,84110,16524.2275,0.1775,1013.0547,11458.954,73653,26511.2393,0.5017,4420.39,4409.2893
service_pw_1.00,service_seeking,7,81476.29801566318,61217.55,81451.5,101222.9,93339,18170.3858,0.1645,1035.2174,12994.2988,81476,29209.99,0.4989,4852.3181,4948.3995
service_pw_1.00,service_seeking,8,83398.58702462417,62803.7,83114.5,103976.49999999997,95430,18842.89,0.1615,1100.3793,13340.9935,83399,29519.3172,0.49,4884.9505,5094.5647
service_pw_1.00,service_seeking,9,81787.36566049099,62532.75,81916.5,102133.59999999999,93680,18219.5906,0.1643,1096.5385,12736.8981,81787,29217.4402,0.5039,4911.6801,4659.0397
service_pw_1.00,service_seeking,10,78426.8479942061,59263.1,78487.0,97646.5,90098,17399.4154,0.157,955.5897,12621.4669,78427,27857.2746,0.502,4643.7329,4638.6101
service_pw_1.00,service_seeking,11,74325.36372147716,56243.0,74293.0,92322.69999999998,85386,16509.9206,0.1581,897.4129,12022.8561,74325,26328.3836,0.4992,4377.3234,4441.7666
service_pw_1.00,service_seeking,12,69997.04381845637,52781.8,70072.0,87664.54999999999,80510,15967.776,0.1625,922.7747,11353.9025,69997,25503.8912,0.5021,4264.2939,4182.4217
service_pw_1.00,service_seeking,13,65695.98481981222,49249.8,65833.0,82034.0,74940,14805.8201,0.1804,934.6595,10132.5226,65696,23921.1925,0.5049,3994.5549,3948.418
service_pw_1.00,service_seeking,14,61545.37226319881,46376.85,61545.0,76680.15,70556,13793.1182,0.1671,791.5663,9835.2867,61545,22100.4918,0.5,3677.9619,3710.6823
service_pw_1.00,service_seeking,15,57602.09469927579,43516.95,57496.5,71621.1,66183,13009.5579,0.1593,724.4611,9387.2524,57602,20508.5771,0.4947,3404.4643,3486.2556
service_pw_1.00,service_seeking,16,53888.900782892226,40695.45,54137.5,67305.34999999998,61727,12161.7072,0.1755,759.0341,8366.5367,53889,19871.7136,0.5122,3350.3685,3119.8711
service_pw_1.00,service_seeking,17,50410.738850646696,38174.75,50507.0,62676.0,57721,11272.2718,0.1653,663.7265,7953.6393,50411,18056.003,0.5052,3012.6817,2992.5945
service_pw_1.00,service_seeking,18,47163.26877686482,35629.5,47294.5,58711.05,54133,10494.3498,0.1604,590.9825,7539.4373,47163,16875.4172,0.5065,2816.1604,2794.6152
service_pw_1.00,service_seeking,19,44137.398833290106,33054.65,44177.5,55132.45,50542,10039.6361,0.172,609.671,6991.2811,44137,16142.0297,0.5018,2694.2366,2670.8467
service_pw_1.00,service_seeking,20,41321.750670373556,31184.8,41363.5,51848.25,47470,9510.9734,0.1656,573.8305,6641.8209,41322,15133.8484,0.5018,2535.643,2455.6334
service_pw_1.00,service_seeking,21,38704.01772979166,28926.95,38768.5,48366.05,44226,8754.399,0.1771,540.1321,6053.7385,38704,14070.223,0.5047,2346.4361,2338.0425
service_pw_1.00,service_seeking,22,36271.719217741585,27185.8,36312.5,45272.34999999999,41432,8195.9664,0.1754,511.7348,5637.2924,36272,13168.1994,0.5031,2200.4403,2165.9979
service_pw_1.00,service_seeking,23,34012.61710314091,25665.0,33972.5,42431.45,38970,7662.4841,0.1668,453.4856,5395.0561,34013,12320.3173,0.4977,2055.9578,2040.5283
service_pw_1.00,service_seeking,24,31914.941824066656,23919.75,31942.5,39774.1,36494,7064.4637,0.1678,417.0998,4978.9647,31915,11402.0583,0.5025,1903.1989,1886.0638
service_pw_1.00,service_seeking,25,29967.50780030164,22744.0,29980.5,37226.299999999996,34237,6645.0277,0.1696,397.2799,4658.6282,29968,10597.0081,0.5015,1767.4433,1759.7916
service_pw_1.00,service_seeking,26,28159.764751863873,21105.95,28090.5,35252.1,32187,6435.436,0.1667,392.8329,4471.2715,28160,10111.2042,0.4952,1676.6276,1728.0662
service_pw_1.00,service_seeking,27,26481.811462579903,20031.8,26557.5,33138.05,30372,5967.6302,0.172,362.8458,4153.4012,26482,9708.5274,0.5077,1634.662,1535.2174
service_pw_1.00,service_seeking,28,24924.387644901508,18828.65,24920.5,30976.1,28715,5551.6398,0.1529,290.6384,4098.4478,24924,8776.2616,0.4995,1459.9087,1476.7181
service_pw_1.00,service_seeking,29,23478.853246314153,17798.0,23500.0,29242.1,26917,5232.7294,0.1562,292.7549,3768.9549,23479,8267.9614,0.5027,1371.6269,1409.8269
service_pw_1.00,service_seeking,30,22137.160847121,16652.6,22161.5,27556.1,25396,4940.4055,0.1614,284.6122,3517.3445,22137,7922.9715,0.5032,1324.8732,1298.6055
service_pw_1.00,service_seeking,31,20891.824589284108,15843.95,20904.0,26027.499999999993,24034,4650.8222,0.1637,257.9864,3360.8902,20892,7518.8464,0.5015,1259.6571,1220.5609
service_pw_1.00,service_seeking,32,19735.887744729065,14866.25,19805.5,24648.0,22573,4475.763,0.1766,279.9879,3075.8235,19736,7246.9744,0.5114,1214.6898,1173.5254
service_pw_1.00,service_seeking,33,18662.89020907629,14057.95,18673.5,23348.05,21388,4222.6106,0.165,251.9986,2962.6176,18663,6753.151,0.5019,1127.922,1113.541
service_pw_1.00,service_seeking,34,17666.836690985725,13322.9,17711.5,21972.199999999997,20207,3931.9908,0.1729,237.1826,2746.0778,17667,6393.6886,0.5068,1070.7989,1039.6941
service_pw_1.00,service_seeking,35,16742.166063077668,12597.95,16711.0,20893.0,19164,3785.0452,0.1669,226.9421,2650.3347,16742,6052.7502,0.4961,1008.5596,1009.9522
service_pw_1.00,service_seeking,36,15883.722124267977,11975.9,15894.0,19804.149999999998,18198,3561.6009,0.1695,209.3643,2514.7794,15884,5753.1587,0.5022,960.2906,951.7057
service_pw_1.00,service_seeking,37,15086.725898156386,11394.95,15139.5,18791.05,17359,3364.4414,0.1609,187.534,2426.7714,15087,5456.2,0.5103,914.8271,882.0645
service_pw_1.00,service_seeking,38,14346.749516506621,10814.0,14303.5,17842.0,16435,3223.2664,0.1672,187.2487,2287.0229,14347,5118.67,0.4906,851.1493,862.9235
service_pw_1.00,service_seeking,39,13659.691681994429,10341.95,13655.5,17036.1,15653,3067.3834,0.1687,181.6361,2159.2029,13660,4926.654,0.4991,823.6812,808.248
service_pw_1.00,service_seeking,40,13021.754663761334,9796.0,12996.5,16261.05,14867,2950.8563,0.1726,183.229,2034.7113,13022,4657.3073,0.4926,775.1375,781.6198
service_pw_1.00,service_seeking,41,12429.422784105735,9369.95,12423.5,15468.099999999999,14230,2792.1601,0.1625,163.1879,1976.2206,12429,4406.1909,0.498,732.3597,744.3924
service_pw_1.00,service_seeking,42,11879.44230887852,8942.85,11885.5,14820.05,13618,2656.5355,0.1629,152.6455,1893.308,11879,4274.4893,0.5013,712.1378,713.8003
service_pw_1.00,service_seeking,43,11368.802690494207,8585.95,11377.5,14231.0,12971,2567.184,0.1751,162.439,1754.989,11369,4101.9462,0.5027,685.2327,675.7827
service_pw_1.00,service_seeking,44,10894.719063997924,8265.0,10886.0,13587.0,12490,2466.039,0.1681,145.9289,1736.3945,10895,3921.0304,0.4982,654.2608,649.7264
service_pw_1.00,service_seeking,45,10454.615948583361,7850.8,10453.5,12973.099999999999,11947,2323.5154,0.1652,135.918,1643.9254,10455,3700.998,0.4997,614.1651,630.1725
service_pw_1.00,service_seeking,46,10046.112053658286,7625.0,10049.0,12529.05,11540,2230.0661,0.1583,124.1644,1609.2441,10046,3588.0815,0.5005,599.5003,590.58
service_pw_1.00,service_seeking,47,9667.006144082141,7298.85,9669.0,12059.099999999999,10990,2175.837,0.1746,141.3943,1468.8655,9667,3441.7548,0.5003,572.8806,577.3518
service_pw_1.00,service_seeking,48,9315.263882097042,6971.95,9322.0,11640.05,10640,2111.4921,0.1724,131.8606,1452.1891,9315,3373.0363,0.5014,562.9513,558.2798
service_pw_1.00,service_seeking,49,8989.005581720003,6788.0,8991.0,11189.0,10285,1994.6645,0.1621,115.5,1417.1645,8989,3168.2573,0.5009,527.0988,532.7633
service_pw_1.00,service_seeking,50,8686.494835750344,6510.9,8718.0,10809.099999999999,9937,1963.37,0.172,120.3374,1361.683,8686,3187.0478,0.508,532.7837,523.1293
initial_ip_0.010_iw_0.001,initial_condition,0,1050.0,789.0,1051.0,1312.0,1201,237.3907,0.1728,14.7013,163.8842,1050,384.0783,0.5018,64.3159,62.4988
initial_ip_0.010_iw_0.001,initial_condition,1,2664.5211537938035,2010.95,2664.0,3312.0,3039,589.2999,0.1692,35.7406,410.5969,2665,943.3507,0.4992,157.0824,157.9387
initial_ip_0.010_iw_0.001,initial_condition,2,6145.5080776024215,4661.95,6131.5,7637.049999999999,7082,1376.4951,0.1518,72.9551,1011.7196,6146,2181.8787,0.4929,363.1857,365.9502
initial_ip_0.010_iw_0.001,initial_condition,3,12874.742309082189,9767.7,12879.0,16072.149999999998,14733,2899.1599,0.1726,176.9828,2014.2459,12875,4667.4159,0.5008,781.3588,760.6219
initial_ip_0.010_iw_0.001,initial_condition,4,23872.883384226807,18026.9,23925.5,29735.249999999996,27354,5321.7645,0.1652,311.1824,3765.8525,23873,8571.4301,0.5051,1432.96,1406.6301
initial_ip_0.010_iw_0.001,initial_condition,5,38088.703111260955,28596.800000000003,38042.5,47545.34999999999,43515,8690.0088,0.1757,541.0911,5984.5533,38089,13811.9206,0.4973,2299.0764,2316.5386
initial_ip_0.010_iw_0.001,initial_condition,6,52220.34870195403,39204.85,52249.0,65029.149999999994,59634,11715.6793,0.1775,718.2574,8124.3923,52220,18796.4697,0.5017,3134.0558,3126.1907
initial_ip_0.010_iw_0.001,initial_condition,7,63293.48387838125,47556.6,63274.5,78633.65,72509,14115.3619,0.1645,804.163,10094.5469,63293,22691.7901,0.4989,3769.5677,3843.9516
initial_ip_0.010_iw_0.001,initial_condition,8,70174.73373612773,52845.7,69935.5,87490.09999999998,80298,15855.1044,0.1615,925.9682,11225.2634,70175,24838.8296,0.49,4110.4224,4286.7176
initial_ip_0.010_iw_0.001,initial_condition,9,73105.01337729073,55894.75,73220.0,91290.59999999999,83735,16285.4269,0.1643,980.1552,11384.6509,73105,26115.1245,0.5039,4390.1048,4164.6005
initial_ip_0.010_iw_0.001,initial_condition,10,73029.3741308592,55184.2,73085.5,90925.5,83897,16201.9466,0.157,889.8721,11752.5861,73029,25941.111,0.5021,4324.3995,4319.1135
initial_ip_0.010_iw_0.001,initial_condition,11,71030.92843386639,53750.0,71000.0,88229.69999999998,81601,15778.1209,0.1581,857.6863,11489.6894,71031,25160.5635,0.4992,4183.0934,4245.0965
initial_ip_0.010_iw_0.001,initial_condition,12,67974.0416574685,51256.8,68046.5,85131.5,78184,15506.3111,0.1625,895.9698,11026.4621,67974,24766.7821,0.5021,4141.0483,4061.5406
initial_ip_0.010_iw_0.001,initial_condition,13,64426.10462312233,48297.8,64560.5,80448.05,73491,14519.6713,0.1805,916.672,9936.3113,64426,23459.0429,0.5049,3917.4006,3872.0399
initial_ip_0.010_iw_0.001,initial_condition,14,60721.13922204209,45755.85,60721.0,75654.1,69611,13608.3745,0.1671,780.977,9703.4895,60721,21804.0537,0.5,3628.5902,3661.1027
initial_ip_0.010_iw_0.001,initial_condition,15,57043.56358063675,43094.95,56939.0,70926.1,65541,12883.4023,0.1593,717.4786,9296.0093,57044,20308.6533,0.4947,3371.1871,3452.7178
initial_ip_0.010_iw_0.001,initial_condition,16,53490.23300783849,40394.45,53737.0,66807.34999999998,61271,12071.6927,0.1755,753.3031,8305.1772,53490,19725.3963,0.5122,3325.7537,3096.6278
initial_ip_0.010_iw_0.001,initial_condition,17,50108.763444380435,37945.75,50204.5,62300.0,57375,11204.7422,0.1653,659.7884,7905.8002,50109,17947.88,0.5052,2994.6447,2974.6565
initial_ip_0.010_iw_0.001,initial_condition,18,46919.53315484539,35445.5,47050.5,58408.05,53853,10440.1169,0.1604,587.9694,7500.2699,46920,16786.7075,0.5065,2801.2345,2780.535
initial_ip_0.010_iw_0.001,initial_condition,19,43927.97203270359,32897.65,43967.5,54871.399999999994,50303,9991.9854,0.172,606.639,6958.7904,43928,16064.5806,0.5017,2681.2382,2658.3896
initial_ip_0.010_iw_0.001,initial_condition,20,41131.386747074364,31040.8,41172.5,51609.25,47251,9467.153,0.1656,571.2386,6610.96,41131,15065.4248,0.5019,2524.2839,2444.0053
initial_ip_0.010_iw_0.001,initial_condition,21,38522.768265196486,28791.9,38587.0,48139.1,44019,8713.3873,0.1771,537.5817,6025.4788,38523,14003.8081,0.5046,2335.3185,2327.2156
initial_ip_0.010_iw_0.001,initial_condition,22,36092.93367659651,27051.8,36133.5,45049.34999999999,41228,8155.5603,0.1754,509.1751,5609.6848,36093,13103.7463,0.5031,2189.7061,2155.2158
initial_ip_0.010_iw_0.001,initial_condition,23,33831.74070206307,25528.95,33791.5,42205.49999999999,38763,7621.7261,0.1667,451.032,5366.5661,33832,12255.0363,0.4977,2045.0837,2029.6178
initial_ip_0.010_iw_0.001,initial_condition,24,31728.77928339681,23780.75,31755.5,39542.1,36282,7023.2616,0.1676,414.5221,4950.6511,31729,11335.2136,0.5025,1892.0141,1875.1431
initial_ip_0.010_iw_0.001,initial_condition,25,29773.764037855384,22597.0,29786.5,36985.299999999996,34016,6602.0716,0.1696,394.6552,4628.7956,29774,10529.026,0.5015,1756.1476,1748.288
initial_ip_0.010_iw_0.001,initial_condition,26,27956.75316896122,20953.95,27887.5,34997.149999999994,31955,6389.047,0.1667,389.9943,4439.0755,27957,10038.2966,0.4952,1664.5359,1715.6171
initial_ip_0.010_iw_0.001,initial_condition,27,26268.26541066324,19869.8,26343.5,32870.1,30127,5919.539,0.172,359.9391,4119.8435,26268,9631.177,0.5078,1621.7121,1522.6165
initial_ip_0.010_iw_0.001,initial_condition,28,24699.336503913288,18658.65,24695.5,30696.1,28456,5501.5344,0.1529,287.9717,4061.6759,24699,8696.9246,0.4995,1446.7034,1463.4076
initial_ip_0.010_iw_0.001,initial_condition,29,23241.539608276784,17618.95,23263.0,28946.149999999998,26645,5179.8476,0.1562,289.7866,3730.9146,23242,8183.7442,0.5026,1357.6027,1395.7307
initial_ip_0.010_iw_0.001,initial_condition,30,21886.98425843243,16463.65,21911.0,27244.149999999998,25109,4884.5634,0.1614,281.3925,3477.6009,21887,7833.063,0.5032,1309.8091,1284.0175
initial_ip_0.010_iw_0.001,initial_condition,31,20628.302690138713,15644.0,20640.5,25699.499999999993,23731,4592.1481,0.1637,254.7038,3318.6291,20628,7424.9487,0.5015,1244.0039,1204.9292
initial_ip_0.010_iw_0.001,initial_condition,32,19458.628957120764,14657.25,19526.5,24302.0,22256,4412.8854,0.1766,276.0347,3032.7119,19459,7144.6166,0.5114,1197.4899,1157.1671
initial_ip_0.010_iw_0.001,initial_condition,33,18371.574178013052,13837.95,18382.5,22984.05,21054,4156.692,0.165,248.0888,2916.248,18372,6647.085,0.5017,1110.1543,1096.3135
initial_ip_0.010_iw_0.001,initial_condition,34,17361.199997119842,13091.95,17404.5,21592.199999999997,19858,3863.9476,0.1729,232.9796,2699.0496,17361,6283.8306,0.5069,1052.4601,1021.5301
initial_ip_0.010_iw_0.001,initial_condition,35,16421.991548228692,12356.95,16391.0,20493.05,18797,3712.6627,0.167,222.6891,2599.2172,16422,5936.6747,0.496,989.1911,990.7192
initial_ip_0.010_iw_0.001,initial_condition,36,15548.830716488805,11722.95,15558.5,19387.149999999998,17814,3486.5219,0.1695,205.0043,2461.5004,15549,5632.0787,0.5022,940.0971,931.5932
initial_ip_0.010_iw_0.001,initial_condition,37,14736.970186125609,11130.95,14789.0,18356.0,16957,3286.4466,0.1609,183.1151,2370.8711,14737,5330.2134,0.5103,893.7429,861.4989
initial_ip_0.010_iw_0.001,initial_condition,38,13982.008556324277,10539.95,13939.5,17388.05,16017,3141.3194,0.1672,182.5164,2228.7374,13982,4989.0382,0.4906,829.6362,840.8572
initial_ip_0.010_iw_0.001,initial_condition,39,13279.86667654254,10054.0,13276.0,16563.05,15218,2982.0953,0.1687,176.5448,2099.3713,13280,4789.9871,0.4991,800.8601,785.6866
