scenario,group,day,mean_demand,demand_p05,demand_p50,demand_p95,optimized_capacity,optimized_expected_cost,optimized_shortage_probability,optimized_expected_shortage,optimized_expected_unused,mean_policy_capacity,mean_policy_expected_cost,mean_policy_shortage_probability,mean_policy_expected_shortage,mean_policy_expected_unused
initial_ip_0.010_iw_0.001,initial_condition,40,12626.765279344396,9499.0,12602.0,15768.0,14416,2861.3602,0.1726,177.6802,1972.9592,12627,4516.056,0.4926,751.6295,757.9085
initial_ip_0.010_iw_0.001,initial_condition,41,12019.203922180732,9060.95,12013.0,14957.099999999999,13760,2699.986,0.1625,157.8573,1910.6995,12019,4260.3546,0.4979,708.0854,719.9276
initial_ip_0.010_iw_0.001,initial_condition,42,11453.941229497557,8621.9,11460.0,14289.05,13130,2561.3809,0.1629,147.2153,1825.3044,11454,4120.3997,0.5013,686.3851,688.4742
initial_ip_0.010_iw_0.001,initial_condition,43,10927.976391785356,8252.95,10936.0,13679.0,12468,2467.6233,0.1751,156.1443,1686.9018,10928,3943.1897,0.5028,658.7387,649.4962
initial_ip_0.010_iw_0.001,initial_condition,44,10438.531879254962,7919.0,10430.0,13018.0,11967,2362.7706,0.1681,139.8199,1663.6711,10439,3756.449,0.4982,626.7663,622.6175
initial_ip_0.010_iw_0.001,initial_condition,45,9983.037304940666,7496.8,9982.0,12388.05,11408,2218.7016,0.1652,129.8032,1569.6856,9983,3534.8718,0.4998,586.6649,601.5473
initial_ip_0.010_iw_0.001,initial_condition,46,9559.114388087613,7255.95,9561.5,11921.05,10980,2121.9357,0.1583,118.2388,1530.7417,9559,3414.1831,0.5005,570.4467,561.9496
initial_ip_0.010_iw_0.001,initial_condition,47,9164.562942985716,6918.85,9166.0,11433.099999999999,10419,2062.7506,0.1746,134.0116,1392.6926,9165,3261.9808,0.5002,542.8833,547.5643
initial_ip_0.010_iw_0.001,initial_condition,48,8797.347845546734,6584.0,8804.0,10993.05,10049,1994.0888,0.1724,124.4334,1371.9218,8797,3185.7112,0.5015,531.7038,527.1922
initial_ip_0.010_iw_0.001,initial_condition,49,8455.586908902758,6385.0,8458.0,10525.0,9674,1876.3063,0.1621,108.7589,1332.5118,8456,2979.4141,0.5007,495.6102,501.3631
initial_ip_0.010_iw_0.001,initial_condition,50,8137.5396109210715,6099.9,8167.0,10126.05,9309,1839.3011,0.172,112.7366,1275.6181,8138,2983.7347,0.508,498.6422,490.5237
initial_ip_0.010_iw_0.010,initial_condition,0,1500.0,1127.0,1502.0,1874.0,1715,339.1594,0.1736,21.1264,233.5274,1500,548.7026,0.5023,91.8836,89.2846
initial_ip_0.010_iw_0.010,initial_condition,1,3468.284929071741,2617.0,3468.0,4311.0,3955,767.0845,0.1699,46.6457,533.856,3468,1229.7327,0.4996,204.9204,205.1307
initial_ip_0.010_iw_0.010,initial_condition,2,7487.874377838954,5680.0,7471.0,9306.0,8629,1677.1578,0.1518,88.8761,1232.7773,7488,2659.3586,0.4932,442.7429,445.6441
initial_ip_0.010_iw_0.010,initial_condition,3,14835.832827500017,11255.65,14840.5,18520.199999999997,16977,3340.7669,0.1727,203.9657,2320.9384,14836,5378.6109,0.5009,900.4397,876.4124
initial_ip_0.010_iw_0.010,initial_condition,4,26149.967410592108,19745.9,26207.5,32571.299999999996,29963,5829.393,0.1652,340.8888,4124.949,26150,9389.2254,0.5051,1569.6942,1540.7544
initial_ip_0.010_iw_0.010,initial_condition,5,40012.46256928085,30040.75,39963.5,49946.399999999994,45713,9128.9125,0.1756,568.3901,6286.962,40012,14511.0519,0.4973,2415.58,2433.1519
initial_ip_0.010_iw_0.010,initial_condition,6,53378.2720576572,40073.85,53407.5,66471.15,60956,11975.4911,0.1775,734.2419,8304.2816,53378,19213.1039,0.5017,3203.5107,3195.5504
initial_ip_0.010_iw_0.010,initial_condition,7,63820.19142714272,47951.65,63801.0,79287.69999999998,73112,14232.8195,0.1645,810.9197,10178.221,63820,22880.0293,0.4989,3800.788,3876.0893
initial_ip_0.010_iw_0.010,initial_condition,8,70373.54554866925,52994.75,70133.5,87738.09999999998,80526,15900.0451,0.1615,928.5117,11257.4866,70374,24908.8561,0.49,4121.9802,4298.9551
initial_ip_0.010_iw_0.010,initial_condition,9,73172.94588495338,55946.75,73288.0,91375.59999999999,83813,16300.5663,0.1643,981.0358,11395.3873,73173,26139.2563,0.5039,4394.1508,4168.5023
initial_ip_0.010_iw_0.010,initial_condition,10,73051.80564427393,55201.2,73108.0,90953.5,83923,16206.9261,0.157,890.1086,11756.3831,73052,25947.9571,0.502,4325.4471,4320.7216
initial_ip_0.010_iw_0.010,initial_condition,11,71038.3986061932,53755.95,71007.5,88239.65,81609,15779.7417,0.1583,857.8655,11490.4142,71038,25164.1201,0.4992,4183.7619,4245.3106
initial_ip_0.010_iw_0.010,initial_condition,12,67976.61342941584,51258.75,68049.5,85134.5,78187,15506.9026,0.1625,895.9986,11026.9096,67977,24766.881,0.5021,4140.995,4061.906
initial_ip_0.010_iw_0.010,initial_condition,13,64427.03160211699,48297.8,64561.5,80449.05,73492,14519.8758,0.1805,916.6944,9936.4038,64427,23459.2228,0.5049,3917.4189,3872.1283
initial_ip_0.010_iw_0.010,initial_condition,14,60721.490945738246,45755.85,60721.0,75654.15,69611,13608.4795,0.1671,781.0517,9703.221,60721,21804.8787,0.5,3628.7849,3660.9542
initial_ip_0.010_iw_0.010,initial_condition,15,57043.704255172546,43094.95,56939.5,70926.1,65541,12883.4174,0.1593,717.504,9295.8974,57044,20308.984,0.4947,3371.2651,3452.6585
initial_ip_0.010_iw_0.010,initial_condition,16,53490.292265785596,40394.45,53737.0,66807.34999999998,61271,12071.7227,0.1755,753.3187,8305.1292,53490,19725.5517,0.5122,3325.7902,3096.6007
initial_ip_0.010_iw_0.010,initial_condition,17,50108.789682616225,37945.75,50204.5,62300.0,57375,11204.7448,0.1653,659.7934,7905.7778,50109,17947.9474,0.5052,2994.6605,2974.6449
initial_ip_0.010_iw_0.010,initial_condition,18,46919.5453357036,35445.5,47050.5,58408.05,53853,10440.1239,0.1604,587.9727,7500.2604,46920,16786.7433,0.5065,2801.2426,2780.5303
initial_ip_0.010_iw_0.010,initial_condition,19,43927.977945231774,32897.65,43967.5,54871.399999999994,50303,9991.9843,0.172,606.6394,6958.7873,43928,16064.5897,0.5017,2681.2403,2658.3882
initial_ip_0.010_iw_0.010,initial_condition,20,41131.38973953183,31040.8,41172.5,51609.25,47251,9467.154,0.1656,571.2392,6610.958,41131,15065.43,0.5019,2524.2852,2444.004
initial_ip_0.010_iw_0.010,initial_condition,21,38522.76983975008,28791.9,38587.0,48139.1,44019,8713.3875,0.1771,537.5819,6025.478,38523,14003.8101,0.5046,2335.319,2327.2151
initial_ip_0.010_iw_0.010,initial_condition,22,36092.93453612783,27051.8,36133.5,45049.34999999999,41228,8155.5614,0.1754,509.1755,5609.6839,36093,13103.7486,0.5031,2189.7067,2155.2151
initial_ip_0.010_iw_0.010,initial_condition,23,33831.74118851179,25528.95,33791.5,42205.49999999999,38763,7621.7257,0.1667,451.032,5366.5657,33832,12255.0371,0.4977,2045.0839,2029.6176
initial_ip_0.010_iw_0.010,initial_condition,24,31728.779566541794,23780.75,31755.5,39542.1,36282,7023.2625,0.1676,414.5223,4950.651,31729,11335.2145,0.5025,1892.0143,1875.143
initial_ip_0.010_iw_0.010,initial_condition,25,29773.764207536686,22597.0,29786.5,36985.299999999996,34016,6602.0714,0.1696,394.6552,4628.7954,29774,10529.0258,0.5015,1756.1476,1748.2878
initial_ip_0.010_iw_0.010,initial_condition,26,27956.753273371858,20953.95,27887.5,34997.149999999994,31955,6389.047,0.1667,389.9943,4439.0755,27957,10038.2966,0.4952,1664.5359,1715.6171
initial_ip_0.010_iw_0.010,initial_condition,27,26268.265477205412,19869.8,26343.5,32870.1,30127,5919.539,0.172,359.9391,4119.8435,26268,9631.177,0.5078,1621.7121,1522.6165
initial_ip_0.010_iw_0.010,initial_condition,28,24699.33654691401,18658.65,24695.5,30696.1,28456,5501.5344,0.1529,287.9717,4061.6759,24699,8696.9246,0.4995,1446.7034,1463.4076
initial_ip_0.010_iw_0.010,initial_condition,29,23241.539636610203,17618.95,23263.0,28946.149999999998,26645,5179.8476,0.1562,289.7866,3730.9146,23242,8183.7442,0.5026,1357.6027,1395.7307
initial_ip_0.010_iw_0.010,initial_condition,30,21886.984277490054,16463.65,21911.0,27244.149999999998,25109,4884.5634,0.1614,281.3925,3477.6009,21887,7833.063,0.5032,1309.8091,1284.0175
initial_ip_0.010_iw_0.010,initial_condition,31,20628.30270351107,15644.0,20640.5,25699.499999999993,23731,4592.1481,0.1637,254.7038,3318.6291,20628,7424.9487,0.5015,1244.0039,1204.9292
initial_ip_0.010_iw_0.010,initial_condition,32,19458.62896630576,14657.25,19526.5,24302.0,22256,4412.8854,0.1766,276.0347,3032.7119,19459,7144.6166,0.5114,1197.4899,1157.1671
initial_ip_0.010_iw_0.010,initial_condition,33,18371.57418446964,13837.95,18382.5,22984.05,21054,4156.692,0.165,248.0888,2916.248,18372,6647.085,0.5017,1110.1543,1096.3135
initial_ip_0.010_iw_0.010,initial_condition,34,17361.200001949175,13091.95,17404.5,21592.199999999997,19858,3863.9476,0.1729,232.9796,2699.0496,17361,6283.8306,0.5069,1052.4601,1021.5301
initial_ip_0.010_iw_0.010,initial_condition,35,16421.991551636806,12356.95,16391.0,20493.05,18797,3712.6627,0.167,222.6891,2599.2172,16422,5936.6747,0.496,989.1911,990.7192
initial_ip_0.010_iw_0.010,initial_condition,36,15548.830718927184,11722.95,15558.5,19387.149999999998,17814,3486.5219,0.1695,205.0043,2461.5004,15549,5632.0787,0.5022,940.0971,931.5932
initial_ip_0.010_iw_0.010,initial_condition,37,14736.970188191392,11130.95,14789.0,18356.0,16957,3286.4466,0.1609,183.1151,2370.8711,14737,5330.2134,0.5103,893.7429,861.4989
initial_ip_0.010_iw_0.010,initial_condition,38,13982.008557698378,10539.95,13939.5,17388.05,16017,3141.3194,0.1672,182.5164,2228.7374,13982,4989.0382,0.4906,829.6362,840.8572
initial_ip_0.010_iw_0.010,initial_condition,39,13279.866677848036,10054.0,13276.0,16563.05,15218,2982.0953,0.1687,176.5448,2099.3713,13280,4789.9871,0.4991,800.8601,785.6866
initial_ip_0.010_iw_0.010,initial_condition,40,12626.765280116586,9499.0,12602.0,15768.0,14416,2861.3602,0.1726,177.6802,1972.9592,12627,4516.056,0.4926,751.6295,757.9085
initial_ip_0.010_iw_0.010,initial_condition,41,12019.20392306283,9060.95,12013.0,14957.099999999999,13760,2699.986,0.1625,157.8573,1910.6995,12019,4260.3546,0.4979,708.0854,719.9276
initial_ip_0.010_iw_0.010,initial_condition,42,11453.941229931239,8621.9,11460.0,14289.05,13130,2561.3809,0.1629,147.2153,1825.3044,11454,4120.3997,0.5013,686.3851,688.4742
initial_ip_0.010_iw_0.010,initial_condition,43,10927.976392516719,8252.95,10936.0,13679.0,12468,2467.6233,0.1751,156.1443,1686.9018,10928,3943.1897,0.5028,658.7387,649.4962
initial_ip_0.010_iw_0.010,initial_condition,44,10438.531879351322,7919.0,10430.0,13018.0,11967,2362.7706,0.1681,139.8199,1663.6711,10439,3756.449,0.4982,626.7663,622.6175
initial_ip_0.010_iw_0.010,initial_condition,45,9983.037305316784,7496.8,9982.0,12388.05,11408,2218.7016,0.1652,129.8032,1569.6856,9983,3534.8718,0.4998,586.6649,601.5473
initial_ip_0.010_iw_0.010,initial_condition,46,9559.114388138596,7255.95,9561.5,11921.05,10980,2121.9357,0.1583,118.2388,1530.7417,9559,3414.1831,0.5005,570.4467,561.9496
initial_ip_0.010_iw_0.010,initial_condition,47,9164.562942964903,6918.85,9166.0,11433.099999999999,10419,2062.7506,0.1746,134.0116,1392.6926,9165,3261.9808,0.5002,542.8833,547.5643
initial_ip_0.010_iw_0.010,initial_condition,48,8797.347846181832,6584.0,8804.0,10993.05,10049,1994.0888,0.1724,124.4334,1371.9218,8797,3185.7112,0.5015,531.7038,527.1922
initial_ip_0.010_iw_0.010,initial_condition,49,8455.586908627654,6385.0,8458.0,10525.0,9674,1876.3063,0.1621,108.7589,1332.5118,8456,2979.4141,0.5007,495.6102,501.3631
initial_ip_0.010_iw_0.010,initial_condition,50,8137.5396110024285,6099.9,8167.0,10126.05,9309,1839.3011,0.172,112.7366,1275.6181,8138,2983.7347,0.508,498.6422,490.5237
initial_ip_0.001_iw_0.010,initial_condition,0,600.0,451.0,601.0,750.0,686,135.6777,0.173,8.4538,93.4087,600,219.4981,0.5013,36.7572,35.7121
initial_ip_0.001_iw_0.010,initial_condition,1,1186.5031365606947,895.0,1186.0,1475.0,1353,262.426,0.169,15.9601,182.6255,1187,419.52,0.4984,69.8091,70.4745
initial_ip_0.001_iw_0.010,initial_condition,2,2319.3637450927063,1759.0,2314.0,2882.0,2673,519.5266,0.1516,27.5057,381.9981,2319,824.5402,0.4931,137.3413,137.8337
initial_ip_0.001_iw_0.010,initial_condition,3,4441.887615708059,3369.9,4443.0,5545.049999999999,5083,1000.245,0.1726,61.0627,694.9315,4442,1610.2648,0.5008,269.566,262.4348
initial_ip_0.001_iw_0.010,initial_condition,4,8207.165253568695,6197.0,8225.5,10223.05,9404,1829.5427,0.165,106.9671,1294.7072,8207,2947.1531,0.505,492.7355,483.4756
initial_ip_0.001_iw_0.010,initial_condition,5,14300.446832731339,10736.550000000001,14283.0,17851.1,16338,3262.6644,0.1756,203.1104,2247.1124,14300,5186.8082,0.4973,863.4677,869.4697
initial_ip_0.001_iw_0.010,initial_condition,6,22901.89298365388,17194.45,22914.5,28519.1,26153,5138.0781,0.1775,315.0445,3562.8556,22902,8242.9243,0.5015,1374.3522,1371.1633
initial_ip_0.001_iw_0.010,initial_condition,7,33180.915839976726,24930.8,33171.0,41222.34999999999,38012,7399.8175,0.1645,421.5812,5291.9115,33181,11895.2559,0.4989,1975.9876,2015.3179
initial_ip_0.001_iw_0.010,initial_condition,8,43751.43977119034,32946.85,43602.0,54546.34999999998,50063,9885.1103,0.1615,577.3005,6998.6078,43751,15487.3163,0.49,2563.0015,2672.3088
initial_ip_0.001_iw_0.010,initial_condition,9,53663.096196396196,41029.8,53748.0,67012.45,61466,11954.4012,0.1643,719.503,8356.8862,53663,19170.1188,0.5039,3222.6226,3057.0058
initial_ip_0.001_iw_0.010,initial_condition,10,62332.50205435155,47101.3,62380.5,77607.4,71608,13828.7624,0.157,759.5772,10030.8764,62333,22139.7942,0.502,3690.5825,3686.8817
initial_ip_0.001_iw_0.010,initial_condition,11,68911.09410711852,52146.0,68881.0,85596.65,79166,15307.2404,0.1581,832.0408,11147.0364,68911,24409.9894,0.4992,4058.3323,4118.3279
initial_ip_0.001_iw_0.010,initial_condition,12,72618.45463039797,54758.75,72696.0,90947.54999999999,83526,16565.8,0.1625,957.192,11779.84,72618,26459.8468,0.5022,4424.1998,4338.8478
initial_ip_0.001_iw_0.010,initial_condition,13,73456.65104549502,55067.75,73610.0,91724.05,83792,16554.8807,0.1805,1045.1894,11328.9337,73457,26746.3109,0.5049,4466.2611,4415.0054
initial_ip_0.001_iw_0.010,initial_condition,14,72117.52299425042,54342.85,72117.0,89852.2,82676,16162.4547,0.1671,927.532,11524.7947,72118,25895.0291,0.4998,4309.2944,4348.5571
initial_ip_0.001_iw_0.010,initial_condition,15,69434.62345550832,52455.95,69307.5,86333.15,79778,15681.9415,0.1593,873.3091,11315.396,69435,24720.4259,0.4947,4103.5565,4202.6434
initial_ip_0.001_iw_0.010,initial_condition,16,66055.96024678487,49884.3,66360.5,82501.64999999998,75664,14907.5645,0.1755,930.3644,10255.7425,66056,24358.5255,0.5122,4106.8579,3824.236
initial_ip_0.001_iw_0.010,initial_condition,17,62395.64575479781,47249.75,62515.0,77576.05,71444,13952.1954,0.1653,821.5042,9844.6744,62396,22348.6716,0.5052,3728.9169,3704.0871
initial_ip_0.001_iw_0.010,initial_condition,18,58692.88192540605,44339.4,58856.5,73064.05,67366,13059.8042,0.1604,735.5267,9382.1707,58693,20999.8958,0.5065,3504.3753,3478.0193
initial_ip_0.001_iw_0.010,initial_condition,19,55077.52798687994,41248.5,55127.5,68797.54999999999,63070,12528.0974,0.172,760.7181,8724.5069,55078,20141.1428,0.5017,3361.559,3333.3478
initial_ip_0.001_iw_0.010,initial_condition,20,51616.083696657086,38953.7,51668.0,64765.299999999996,59296,11880.4014,0.1656,716.7894,8296.4544,51616,18904.893,0.5018,3167.538,3067.203
initial_ip_0.001_iw_0.010,initial_condition,21,48339.501107852426,36128.9,48420.0,60407.1,55236,10933.8397,0.1771,674.634,7560.6697,48340,17571.9857,0.5046,2930.325,2920.3607
initial_ip_0.001_iw_0.010,initial_condition,22,45259.06370884874,33921.7,45310.0,56489.49999999999,51698,10226.7618,0.1754,638.5265,7034.1293,45259,16431.8438,0.5031,2745.8735,2702.4763
initial_ip_0.001_iw_0.010,initial_condition,23,42375.275599899745,31975.95,42325.5,52863.59999999999,48551,9546.4536,0.1668,565.0714,6721.0966,42375,15351.0058,0.4977,2561.8301,2541.8553
initial_ip_0.001_iw_0.010,initial_condition,24,39682.827005976265,29741.7,39717.0,49455.1,45377,8783.9014,0.1678,518.5173,6191.3149,39683,14177.0314,0.5025,2366.3723,2345.1699
initial_ip_0.001_iw_0.010,initial_condition,25,37173.38359014851,28213.0,37189.5,46177.399999999994,42470,8242.8765,0.1696,492.728,5779.2365,37173,13147.1569,0.5015,2192.9414,2182.4499
initial_ip_0.001_iw_0.010,initial_condition,26,34837.165474424095,26110.9,34751.5,43611.149999999994,39819,7961.4488,0.1667,486.0446,5531.2258,34837,12509.7222,0.4952,2074.4235,2137.6047
initial_ip_0.001_iw_0.010,initial_condition,27,32663.846443267663,24707.75,32757.5,40873.1,37462,7360.7716,0.172,447.5856,5122.8436,32664,11975.1072,0.5078,2016.3082,1893.5662
initial_ip_0.001_iw_0.010,initial_condition,28,30643.066239263895,23148.55,30638.5,38083.149999999994,35303,6825.3754,0.1529,357.3845,5038.4529,30643,10789.0962,0.4995,1794.6713,1815.7397
initial_ip_0.001_iw_0.010,initial_condition,29,28764.71956062181,21805.0,28791.0,35825.149999999994,32977,6410.7999,0.1562,358.6511,4617.5444,28765,10129.1697,0.5027,1680.3794,1727.2727
initial_ip_0.001_iw_0.010,initial_condition,30,27019.114492840497,20324.5,27049.0,33633.149999999994,30996,6029.8972,0.1615,347.4784,4292.5052,27019,9670.0688,0.5032,1617.007,1585.0338
initial_ip_0.001_iw_0.010,initial_condition,31,25397.05373486464,19260.95,25412.0,31640.59999999999,29217,5653.7332,0.1637,313.5876,4085.7952,25397,9140.7816,0.5015,1531.429,1483.6366
initial_ip_0.001_iw_0.010,initial_condition,32,23889.869860850315,17995.100000000002,23973.5,29836.0,27324,5417.8373,0.1766,338.9448,3723.1133,23890,8772.3081,0.5114,1470.3566,1420.5251
initial_ip_0.001_iw_0.010,initial_condition,33,22489.43314286315,16939.95,22502.5,28136.0,25773,5088.386,0.165,303.7135,3569.8185,22489,8138.922,0.502,1359.4695,1341.5745
initial_ip_0.001_iw_0.010,initial_condition,34,21188.143112488666,15977.9,21241.0,26351.249999999996,24235,4715.6685,0.1729,284.3856,3293.7405,21188,7668.7543,0.5069,1284.3999,1246.7548
initial_ip_0.001_iw_0.010,initial_condition,35,19978.91066285301,15033.9,19941.5,24932.05,22869,4516.7999,0.1669,270.8089,3162.7554,19979,7222.3627,0.4961,1203.4027,1205.3492
initial_ip_0.001_iw_0.010,initial_condition,36,18855.134893449682,14215.95,18867.0,23509.199999999997,21602,4227.8785,0.1695,248.5886,2984.9355,18855,6830.3573,0.5022,1140.1684,1129.5153
initial_ip_0.001_iw_0.010,initial_condition,37,17810.677295279515,13452.0,17873.5,22184.05,20494,3971.915,0.1609,221.2663,2865.5835,17811,6441.3352,0.5103,1080.003,1041.3202
initial_ip_0.001_iw_0.010,initial_condition,38,16839.83489468153,12694.0,16788.5,20942.05,19291,3783.3773,0.1672,219.7817,2684.4688,16840,6008.4119,0.4906,999.1208,1012.8079
initial_ip_0.001_iw_0.010,initial_condition,39,15937.313361922032,12066.0,15932.5,19877.05,18263,3578.8334,0.1687,211.9189,2519.2389,15937,5749.4488,0.4992,961.3548,942.6748
initial_ip_0.001_iw_0.010,initial_condition,40,15098.200699289784,11358.0,15069.0,18854.05,17238,3421.3915,0.1726,212.3946,2359.4185,15098,5400.9255,0.4926,898.9836,906.0075
initial_ip_0.001_iw_0.010,initial_condition,41,14317.941875358958,10793.9,14311.0,17818.1,16392,3216.3894,0.1625,187.9972,2276.4034,14318,5074.5698,0.4978,843.3606,857.7668
initial_ip_0.001_iw_0.010,initial_condition,42,13592.314616913975,10231.9,13599.5,16957.05,15581,3039.5722,0.163,174.7471,2165.8367,13592,4890.4486,0.5013,814.7265,816.8161
initial_ip_0.001_iw_0.010,initial_condition,43,12917.406465554657,9755.9,12927.0,16169.05,14738,2916.8448,0.1751,184.5352,1994.1688,12917,4661.9424,0.5029,778.8848,767.5184
initial_ip_0.001_iw_0.010,initial_condition,44,12289.593136467058,9323.0,12280.0,15326.05,14089,2781.7697,0.1682,164.6316,1958.6117,12290,4422.8319,0.4982,737.9753,732.9554
initial_ip_0.001_iw_0.010,initial_condition,45,11705.518186040812,8789.8,11704.0,14525.099999999999,13377,2601.5212,0.165,152.091,1841.0662,11706,4143.7516,0.4997,687.6294,705.6046
initial_ip_0.001_iw_0.010,initial_condition,46,11162.073950430944,8472.95,11165.5,13920.099999999999,12821,2477.7517,0.1584,138.1022,1787.2407,11162,3986.5777,0.5005,666.0732,656.2117
initial_ip_0.001_iw_0.010,initial_condition,47,10656.383723477906,8045.8,10658.0,13294.099999999999,12115,2398.5185,0.1746,155.8282,1619.3775,10656,3794.7685,0.5005,631.7032,636.2525
initial_ip_0.001_iw_0.010,initial_condition,48,10185.785107278469,7623.95,10193.0,12728.05,11635,2308.8136,0.1724,144.0688,1588.4696,10186,3687.238,0.5012,615.3062,610.707
initial_ip_0.001_iw_0.010,initial_condition,49,9747.814489320825,7361.0,9750.0,12133.05,11153,2163.057,0.1621,125.2862,1536.626,9748,3435.3272,0.5008,571.4979,577.8377
initial_ip_0.001_iw_0.010,initial_condition,50,9340.192575204272,7000.9,9374.0,11623.05,10685,2111.111,0.172,129.3595,1464.3135,9340,3426.1918,0.508,572.7063,562.6603
